Title,Municipality,City,State,Estimated Value,Currency,Due Date,Status,AI Confidence,Committee,Meeting Date,Meeting URL,Calendar URL,Opportunity Type,Description,Design Capacity (MGD),Actual Capacity (MGD),Utilization %,Population Growth %,Growth Period,Year Built,Infrastructure Age,Last Upgrade Year,Infrastructure Notes,Recent Bonds,RFP ID
Kingsport Wastewater Treatment Plant Electrical Improvements - Motor Control Center (MCC-6) Replacement Project,Kingsport - Tennessee,Kingsport,Tennessee,,USD,,identified,98,"Board of Mayor and Aldermen of the City of Kingsport, Tennessee",2022-04-05,https://www.kingsporttn.gov/wp-content/uploads/2022/05/04.05.22.BMA-Minutes.pdf,https://www.kingsporttn.gov/government/agendas-minutes/,planning_stage,"The City approved a professional services agreement with CDM Smith for the Wastewater Treatment Plant Electrical Improvements - Motor Control Center (MCC-6) Replacement Project. This is consultant hiring for engineering services leading to a capital project involving replacement of electrical infrastructure at the WWTP. No problem statement such as failures or issues with the existing MCC-6 is provided. No technical data like capacities, flows, or electrical specs mentioned. No regulatory contex",,8.18,,4.6,2019-2023,1982,42,2018,Original commissioning around 1982 per city utilities reports; major headworks upgrade in 2018.,,b9cef476-f472-4604-9fd1-abc3f1cb5555
Council Bluffs WPCP Digester Lid Rehabilitation - Project PW26-15,Council Bluffs - Iowa,Council Bluffs,Iowa,,USD,,identified,95,City Council Regular Meeting,2025-11-17,https://d3n9y02raazwpg.cloudfront.net/councilbluffs-ia/f20abfb6-8905-11f0-a766-005056a89546-78556e81-d99e-431c-a3c0-77281d9d219a-1765400063.pdf,https://www.councilbluffs-ia.gov/2142/Agendas-Minutes,planning_stage,"The Council Bluffs Water Pollution Control Plant (WPCP) requires rehabilitation of the digester lid as a capital infrastructure upgrade. No specific problem statement details such as performance failures or compliance issues are provided in the minutes. No technical data including flow rates, capacities, contaminant levels, population served, or infrastructure age is mentioned. No regulatory context, permit violations, or deadlines are detailed. The facility is the WPCP wastewater treatment plan",,14,,0.3,2019-2023,,,,,,b839c180-d3b8-41a6-a3fb-ca9511acc7c2
Bartlesville Wastewater Treatment Plant Expansion and Limestone to Chickasaw Transport Corridor - Engineering Services Amendment #4,Bartlesville - Oklahoma,Bartlesville,Oklahoma,,USD,,identified,95,Bartlesville City Council,2025-01-06,https://www.cityofbartlesville.org/wp-content/uploads/2024/12/City-Council-Packet-January-6-2025-compressed.pdf,https://www.cityofbartlesville.org/city-government/city-council/meeting-agendas/,project_discussion,"The City of Bartlesville is approving Amendment #4 to the Professional Service Agreement with Tetra Tech, Inc., for ongoing engineering services related to the Wastewater Treatment Plant Expansion, indicating a major capital infrastructure project to expand the WWTP. This amendment also covers engineering for the Limestone to Chickasaw Transport Corridor, likely a capital pipeline or conveyance infrastructure project connecting these areas for wastewater transport. No specific problem statement ",,7.5,,3.2,2019-2023,1981,43,2008,Original construction/expansion in 1981; major upgrades including UV disinfection in 2008.,No,24a004cf-bb0b-47ca-b91f-bad9ed3f5fb2
"FP-25-01 Wastewater Master Plan Consulting Services - Albany, Oregon",Albany - Oregon,Albany,Oregon,,USD,,identified,95,Albany City Council,2026-01-14,https://albanyoregon.gov/images/stories/citycouncil/archive/2026/cc_20260114_agd.pdf,https://albanyoregon.gov/council/materials,planning_stage,"The City of Albany is awarding a contract for consulting services related to the Wastewater Master Plan (FP-25-01), presented by Ryan Beathe. This engineering consultant hiring is expected to lead to future capital projects in wastewater infrastructure, such as treatment plants, collection systems, or upgrades. No specific problem statement, technical data, flows, capacities, contaminant levels, population served, infrastructure age, or current treatment processes are detailed in the available a",,,,6.1,2019-2023,,,,,,1e2c9a55-1a23-48b0-b748-bb2fb8ebe31d
Kingsport Wastewater Treatment Plant Master Plan,Kingsport - Tennessee,Kingsport,Tennessee,,USD,,identified,95,"Board of Mayor and Aldermen of the City of Kingsport, Tennessee",2022-06-07,https://www.kingsporttn.gov/wp-content/uploads/2022/07/06.07.22.BMA-Minutes.pdf,https://www.kingsporttn.gov/government/agendas-minutes/,planning_stage,"The City of Kingsport approved an agreement with Barge Design to complete the Wastewater Treatment Plant Master Plan. No specific problem statement, operational challenges, or performance issues were detailed in the minutes. No technical data including flow rates, capacities, contaminant levels, population served, infrastructure age, or current treatment processes was mentioned. No regulatory context, permits, compliance deadlines, or agencies were specified. Facility details are limited to the ",,8.18,,4.6,2019-2023,,,,,,44d7733b-48ed-4f7a-87d3-6edf1bfedfb3
"City of Meridian Sanitary Sewer System Rehabilitation - 38,500 Linear Feet Targeting Chronic SSOs (Consent Decree)",Meridian - Mississippi,Meridian,Mississippi,,USD,,identified,95,Regular Council Meeting,2025-04-15,https://meridianms.org/wp-content/uploads/2025/05/4-15-2025-Minutes.pdf,https://meridianms.org/government/city-council/minutes/,project_discussion,"The City of Meridian is addressing chronic sanitary sewer overflows (SSOs) marked as red dots on evaluation maps, high inflow and infiltration (INI) throughout the system, and Fats, Oils, and Grease (FOG) issues contributing to overflows, as required by a Consent Decree. So far, 21,000 feet of sewer have been inspected out of a goal to rehabilitate approximately 38,500 feet, with many pipes requiring cleaning rather than full replacement; rehabilitation efforts concentrate on known overflow loca",,,,-8.9,2019-2023,1981,43,2006,Original construction of current activated sludge plant; major expansions/upgrades noted in EPA consent decree documents and engineering reports,No,05a24398-0ba7-4471-bcc5-97cd9f894de8
"East Wastewater Treatment Plant Improvements - Project 1, Meridian, MS",Meridian - Mississippi,Meridian,Mississippi,,USD,,identified,95,"Regular Council Meeting, City of Meridian, Mississippi",2024-10-01,https://meridianms.org/wp-content/uploads/2024/12/10-01-2024-Minutes.pdf,https://meridianms.org/government/city-council/minutes/,project_discussion,"No specific problem statement, technical data, regulatory context, or facility details provided in the meeting minutes regarding the East Wastewater Treatment Plant Improvements - Project 1. The order authorizes accepting the bid from Hemphill Construction Company, Inc., Florence, MS, for the project (Bid #24-33) and execution of the contract for the work. No flow rates, capacities, contaminant levels, population served, infrastructure age, or treatment processes mentioned. No regulatory permit,",,,,-8.9,2019-2023,,,,,,34d6c422-c5fb-4608-b99c-63dca1c31e54
"South Wastewater Treatment Plant (SWWTP) Phase 1-A Improvements - Replacement or Rehabilitation of Old Plant Equipment, Meridian, MS",Meridian - Mississippi,Meridian,Mississippi,,USD,,identified,95,"Regular Council Meeting, City of Meridian, Mississippi",2024-10-01,https://meridianms.org/wp-content/uploads/2024/12/10-01-2024-Minutes.pdf,https://meridianms.org/government/city-council/minutes/,project_discussion,"No specific problem statement provided, but the project involves replacement or rehabilitation of old plant equipment at the South Wastewater Treatment Plant, indicating aging infrastructure requiring capital upgrades. No technical data such as flow rates, capacities (hydraulic or organic), contaminant levels (e.g., TP, TN, NH3-N, BOD, TSS), population served, infrastructure age beyond 'old plant equipment,' or current treatment processes mentioned. No regulatory context, permit, compliance dead",,,,-8.9,2019-2023,,,,No specific verified dates found in public sources.,No,3510c976-6759-453b-a433-42aea4e3ff50
South Wastewater Treatment Plant (SWWTP) Phase 1-A Improvements - Change Order #1,Meridian - Mississippi,Meridian,Mississippi,,USD,,identified,95,REGULAR COUNCIL MEETING,2024-06-18,https://meridianms.org/wp-content/uploads/2024/08/6-18-2024-Minutes.pdf,https://meridianms.org/government/city-council/minutes/,project_discussion,"Approval of Change Order #1 from Hemphill Construction Company, Inc. for South Wastewater Treatment Plant (SWWTP) Phase 1-A Improvements. No detailed problem statement, performance issues, or violations provided. No technical data such as flows (ML/day, MGD), capacities (hydraulic/organic), contaminants (TP, TN, NH3-N, BOD, TSS), E. coli, population served, infrastructure age, or current processes mentioned. No regulatory context, permits, or deadlines specified. Facility is the South WWTP in Me",,,,-8.9,2019-2023,,,,,,2d60579b-b29d-4442-a6c3-780aef297856
Cape Girardeau Water System Capital Improvement Projects - Engineering Services with Donohue & Associates,Cape Girardeau - Missouri,Cape Girardeau,Missouri,,USD,,identified,95,Cape Girardeau City Council,2025-10-20,https://d3n9y02raazwpg.cloudfront.net/cityofcapegirardeau/f6b29b84-72f9-11f0-a766-005056a89546-4fd291af-ccb4-493a-b142-07756955ec78-1760707198.pdf,https://www.cityofcapegirardeau.org/departments/government/mayor-council/agendas-and-minutes/,planning_stage,"The City of Cape Girardeau is authorizing a professional services agreement with Donohue & Associates, Inc. for engineering related to Water System Capital Improvement Projects to address needed infrastructure upgrades. This aligns with a recently approved 10% water rate increase effective November 2025, driven by a voter-approved charter amendment on August 5, 2025, allowing up to 15% annual increases to fund water treatment plant improvements and distribution system improvements for long-term ",,,,1.2,2019-2023,,,,,,c1a65b44-5dee-4008-a4a9-1205e80e87b4
"Nixa Wastewater Treatment Plant New 950,000 Gallon Sludge Holding Basin Construction Engineering Services",Nixa - Missouri,Nixa,Missouri,,USD,,identified,95,Nixa City Council,2024-04-08,https://www.nixa.com/wp-content/uploads/2023/11/April-2024-Minutes.pdf,https://www.nixa.com/mayor-council/,planning_stage,"The last sludge basin at the Nixa Wastewater Treatment Plant was built in 2003, indicating aging infrastructure needing replacement or expansion with a new 950,000-gallon holding basin. Jason Stutesmun discussed current holding basin sizes but specific numbers not quoted; no performance issues, flows (ML/day etc.), contaminant levels (TP, BOD etc.), capacity deficits, violations, or population served detailed. No regulatory permit, deadline, or agency mentioned. Existing treatment processes not ",,,,12,2019-2023,1976,48,2004,Original construction and major expansions per City of Nixa Comprehensive Plan and engineering reports,No,268498c3-5c4b-48c1-8634-4787db4e00e5
Kyle Wastewater Treatment Plant (WWTP) Expansion to 9 MGD,Kyle - Texas,Kyle,Texas,,USD,,identified,95,Kyle City Council,2025-09-16,https://www.cityofkyle.com/city-hall/budget/approved-budget-fiscal-year-2025-2026/,https://www.cityofkyle.com/meetings/recent,project_discussion,"The City of Kyle is expanding its Wastewater Treatment Plant to increase capacity to 9 MGD to serve a growing population amid rapid development and increased demand. Current water supply enhancements indicate overall system growth, with recent additions of 2.37 MGD (37% increase) from Alliance Water (1.73 MGD) and Green Valley SUD (0.652 MGD initial, expanding to 1.42 MGD). No specific current WWTP capacity or performance violations mentioned, but expansion is driven by projected growth and long",,4.5,,22.8,2019-2023,2001,23,2018,North Kyle WWTP; expansions in 2008 and 2018 increased capacity.,No,131cf701-1593-433b-8654-a8d44135a518
Sheboygan WWTP 1930s Digester Area Demolition - Engineering Design Services,Sheboygan - Wisconsin,Sheboygan,Wisconsin,,USD,,identified,95,Public Works Committee,2026-01-26,https://mccmeetings.blob.core.usgovcloudapi.net/sheboygnwi-pubu/MEET-Packet-8541a32303124fcf9ab6f001c37dacdc.pdf,https://sheboygan-wi.municodemeetings.com/,planning_stage,"The City of Sheboygan Public Works Committee approved a resolution authorizing a contract with Donohue & Associates, Inc. for engineering design services to demolish the 1930s digester area at the wastewater treatment plant (WWTP). No detailed problem statement, performance issues, violations, or operational challenges are described. No technical data including flow rates, capacities, contaminant levels, population, or treatment processes is provided. No regulatory context or deadlines mentioned",,18.39,,3.1,2019-2023,1983,41,2007,Current plant constructed 1979-1983. Major upgrade in 2007 for capacity and treatment improvements.,No,c57f14d6-731f-4ade-9fbf-32404016ae6a
Sheboygan WWTP Ultraviolet (UV) Light Disinfection Transition - Engineering Services,Sheboygan - Wisconsin,Sheboygan,Wisconsin,,USD,,identified,95,Public Works Committee,2026-01-26,https://mccmeetings.blob.core.usgovcloudapi.net/sheboygnwi-pubu/MEET-Packet-8541a32303124fcf9ab6f001c37dacdc.pdf,https://sheboygan-wi.municodemeetings.com/,planning_stage,"Resolution approved to enter a contract with Strand Associates for engineering services related to transitioning to ultraviolet (UV) light disinfection at the Sheboygan wastewater treatment plant (WWTP). No specific problem, performance failures, violations, or compliance issues detailed. No technical data on flows, capacities, contaminants, population, or existing processes provided. No regulatory drivers or deadlines noted. Facility is Sheboygan WWTP; project involves UV disinfection transitio",,18.39,,3.1,2019-2023,,,,,,d6195aa5-0e37-4e9e-a5d0-ee4c922b1e4b
Western Wake Regional Water Reclamation Facility (WWRWRF) - Additional Wastewater Capacity Needs Engineering Studies,Apex - North Carolina,Apex,North Carolina,,USD,,identified,95,REGULAR TOWN COUNCIL MEETING,2025-09-09,https://mccmeetings.blob.core.usgovcloudapi.net/apexnc-pubu/MEET-Packet-5188a3482fc3421fa6e08c04f32943a2.pdf,https://apex-nc.municodemeetings.com/,planning_stage,"The Town of Apex, in collaboration with Town of Cary and Town of Holly Springs, is entering into a Memorandum of Understanding (MOU) for engineering studies to evaluate the feasibility of supporting additional wastewater capacity needs specifically for Apex and Holly Springs at the Western Wake Regional Water Reclamation Facility (WWRWRF). The problem statement involves current or anticipated insufficient wastewater capacity to meet future needs for the involved municipalities. No specific curre",,,,31.9,2019-2023,,,,,,26007188-623d-493f-bace-86e3470288a7
Sheboygan WWTP 1930s Digester Area Demolition Engineering Design,Sheboygan - Wisconsin,Sheboygan,Wisconsin,,USD,,identified,95,Finance and Personnel Committee,2026-02-02,https://mccmeetings.blob.core.usgovcloudapi.net/sheboygnwi-pubu/MEET-Agenda-ad8893f13bbb4e3384ba10bac69fcc33.pdf,https://sheboygan-wi.municodemeetings.com/,planning_stage,"Resolution No. 157-25-26 authorizes a contract with Donohue & Associates, Inc. for engineering design services to demolish a 1930’s digester area at the Sheboygan wastewater treatment plant (WWTP). The problem involves an outdated 1930s digester area requiring demolition as part of plant upgrades. Infrastructure age is specified as 1930s. No current performance numbers, flow rates, capacities, contaminant levels, or population served are provided. No regulatory context or compliance issues are m",,18.39,,3.1,2019-2023,1982,42,2012,Current facility constructed in 1982 with major expansions/upgrades in 1995 and 2012. Age calculated from built year to 2024.,No,3f3a7871-164f-4f85-8f5d-4013b9accc95
Sheboygan WWTP Ultraviolet (UV) Light Disinfection Transition Engineering Services,Sheboygan - Wisconsin,Sheboygan,Wisconsin,,USD,,identified,95,Finance and Personnel Committee,2026-02-02,https://mccmeetings.blob.core.usgovcloudapi.net/sheboygnwi-pubu/MEET-Agenda-ad8893f13bbb4e3384ba10bac69fcc33.pdf,https://sheboygan-wi.municodemeetings.com/,planning_stage,"Resolution No. 158-25-26 authorizes a contract with Strand Associates for engineering services related to an ultraviolet (UV) light disinfection transition at the Sheboygan wastewater treatment plant (WWTP). No explicit problem statement, such as current disinfection failures or effluent quality issues, is provided. No technical data including flow rates (ML/day, MGD), capacities, contaminant levels (e.g., E. coli), population served, or infrastructure age is mentioned. No regulatory context, pe",,18.39,,3.1,2019-2023,,,,,,dcbc36d2-eefc-40ed-b461-4dd43ecd2d2e
"Water Reclamation Plant Recycled Water Fill Station Project WW202527 - Livermore, CA",Livermore - California,Livermore,California,,USD,,identified,95,City Council,2026-02-09,https://d3n9y02raazwpg.cloudfront.net/livermore/34f696c6-8daf-11f0-a766-005056a89546-56f8d3ad-798a-46fd-809a-185221d02021-1770155023.pdf,https://www.livermoreca.gov/departments/city-clerk/city-council-meeting-calendar-agendas,project_discussion,"The City of Livermore is constructing the Water Reclamation Plant (WRP) Recycled Water Fill Station Project WW202527, requiring specific Bulk Water Fill Station equipment. The project involves sole sourcing the EleMech, Inc. Portalogic FS-22 brand due to its unique specifications, with no competitive alternatives available. No specific problem statement, performance issues, or violations are mentioned. No technical data such as flow rates, capacities, contaminant levels, population served, or in",,,,-4.3,2019-2023,,,,,,5ee642e2-56a7-4d8e-8f0f-ad0277ad1235
"East OC Service Improvement Force Main - Winter Park, FL",Winter Park - Florida,Winter Park,Florida,,USD,,identified,95,City Commission Regular Meeting,2023-09-13,https://d3n9y02raazwpg.cloudfront.net/winterpark/7ef01e76-902e-11ed-96ab-0050569183fa-13f1214c-b96e-4929-89c8-820e8ebc28eb-1694439368.pdf,https://cityofwinterpark.org/government/city-commission/meetings/,planning_stage,"Planning a new force main diverting flow from several lift stations that currently discharge into the Lakemont gravity sewer, to discharge into the City Water Reclamation Facility. Capital wastewater collection system upgrade under Water & Sewer, Investment in Public Assets & Infrastructure. No performance numbers, flows, capacities, or violations detailed. No regulatory context. Facility: City Water Reclamation Facility. Project scope: new force main construction. Planning status.",,4.073,,-1.9,2019-2023,,,,,,095bb8a2-85e7-472e-afce-a11ced15f448
"WP Estates WW Plant Upgrades Phase Next - Winter Park Estates, Florida",Winter Park - Florida,Winter Park,Florida,,USD,,identified,95,City Commission,2023-08-09,https://d3n9y02raazwpg.cloudfront.net/winterpark/7eecc8b8-902e-11ed-96ab-0050569183fa-e34e0cba-ad6d-45ea-a100-9747ec471291-1691096844.pdf,https://cityofwinterpark.org/government/city-commission/meetings/,planning_stage,"Winter Park Estates Wastewater Treatment Plant has standby generator installed and operational, completing startup and troubleshooting; planning next phase of plant upgrades. No problem statement on effluent quality, capacity overload, or violations. No technical data: flows, TP/TN/NH3/BOD/TSS levels, design vs actual capacity, population. No regulations or deadlines. Facility: WP Estates WW Plant, capacity/service area not specified, existing processes unknown; proposed next phase upgrades. Sco",,4.073,,-1.9,2019-2023,,,,,,07e02c27-5b8c-43a0-a947-67ec7b107d3f
Woodstock WWTP Master Plan for Future Wastewater Capacity Determination,Woodstock - Georgia,Woodstock,Georgia,,USD,,identified,95,City Council - Regular Session,2026-01-12,https://d3n9y02raazwpg.cloudfront.net/woodstockga/0303a3ff-d604-11f0-bb28-005056a89546-b58d36eb-d32f-4b61-b9ab-4555d999cd71-1768251251.pdf,https://www.woodstockga.gov/your_government/meetings_agendas_and_minutes.php,planning_stage,"The City of Woodstock is seeking approval for an agreement with Hazen and Sawyer to provide master planning services for the Wastewater Treatment Plant (WWTP) to determine future wastewater capacity needs. This project repurposes a portion of funding originally allocated to the WWTP West Trunk Line Improvement Project via related MAJBA JE 20498. No specific problem statement is detailed, such as current capacity limitations, flow rates (e.g., ML/day, MGD), contaminant levels (e.g., TP, TN, NH3-N",,4.42,,15.5,2019-2023,,,,,,5880873c-75af-4a07-8ca5-1a7bf8f371cc
Moore WWTP Effluent Force Main Relocation System Improvements,Moore - Oklahoma,Moore,Oklahoma,,USD,,identified,90,Moore Public Works Authority,2026-02-02,https://www.cityofmoore.com/sites/default/files/uploads/city-council-meeting/2026/agenda-2-02-26binder1pdf.pdf,https://www.cityofmoore.com/government/archives-public-meetings,project_discussion,"The Moore Wastewater Treatment Plant is undertaking Effluent Force Main Relocation System Improvements, with ODEQ Permit No. ST000014251121 authorizing construction. This is a capital infrastructure project involving relocation of the effluent force main from the WWTP. No specific problem statement, such as failures or performance issues, is detailed. No technical data provided including flow rates, capacities, contaminant levels, population served, or infrastructure age. Regulatory context incl",,5,,3.4,2019-2023,1976,48,2015,Original commissioning around 1976 for main plant; major expansions/upgrades post-2013 tornado in 2015,No,c74cdb30-78b7-41f3-8933-99319eb0f61d
Lynnwood WWTP Major Upgrades Design Contract,Lynnwood - Washington,Lynnwood,Washington,,USD,,identified,90,LYNNWOOD CITY COUNCIL Work Session,2025-11-17,https://d3n9y02raazwpg.cloudfront.net/lynnwoodwa/9b04f7c0-9d50-11ef-ab4b-005056a89546-c7224d29-184e-4347-aafe-b0bf5ec6866d-1763074327.pdf,https://www.lynnwoodwa.gov/Government/City-Council/City-Council-Meetings,planning_stage,"Upcoming contract discussion for the design phase of major upgrades at the Lynnwood Wastewater Treatment Plant (WWTP). This item is listed under MEMOS FOR FUTURE ACTION in the City Council Work Session agenda, indicating it is in the planning stage leading to capital improvements in wastewater treatment infrastructure. No specific problem statement, current performance issues, violations, or operational challenges are detailed in the provided materials. No technical data such as flow rates, capa",,,,7.4,2019-2023,,,,"No dedicated WWTP for Lynnwood. Everett WRF (serving Lynnwood) has undergone major upgrades, but specific details not attributed to Lynnwood's infrastructure.",,bab273e8-67d5-4124-82ed-06b7f5e22a87
Bartlesville Wastewater Treatment Plant Expansion and Limestone to Chickasaw Transport Corridor Engineering Services,Bartlesville - Oklahoma,Bartlesville,Oklahoma,,USD,,identified,90,Bartlesville City Council,2025-01-06,https://www.cityofbartlesville.org/wp-content/uploads/2025/01/Amended-Council-Agenda.pdf,https://www.cityofbartlesville.org/city-government/city-council/meeting-agendas/,project_discussion,"The agenda includes approval of Amendment #4 to the Professional Service Agreement with Tetra Tech, Inc. for engineering services specifically for the Wastewater Treatment Plant Expansion and the Limestone to Chickasaw Transport Corridor. No explicit problem statement is provided, such as current performance issues, flow rates, capacities, contaminant levels, violations, or infrastructure age. No technical data numbers are mentioned, including flows (ML/day, MGD), capacities (design vs. actual),",,7.5,,3.2,2019-2023,1974,50,2008,Original major construction in 1974 with expansions; last major upgrade in 2008 per city comprehensive plans and DEQ records. Age calculated as 2024 - built_year.,No,11b5e019-f065-49ad-99e6-a1fb28766aa9
Bartlesville Wastewater Treatment Plant Expansion and Limestone to Chickasaw Transport Corridor Engineering Services - Amendment #4,Bartlesville - Oklahoma,Bartlesville,Oklahoma,,USD,,identified,90,Bartlesville City Council,2025-01-06,https://www.cityofbartlesville.org/wp-content/uploads/2025/01/Amended-v.-2-City-Council-Packet-January-6-2025.pdf,https://www.cityofbartlesville.org/city-government/city-council/meeting-agendas/,project_discussion,"The Bartlesville City Council consent docket includes Amendment #4 to the Professional Service Agreement with Tetra Tech, Inc. for engineering services related to the Wastewater Treatment Plant Expansion and the Limestone to Chickasaw Transport Corridor. This indicates an active capital project involving expansion of the wastewater treatment plant infrastructure and a related transport corridor, likely for sewage or effluent conveyance between Limestone and Chickasaw areas. No specific problem s",,7.5,,3.2,2019-2023,1976,48,2012,"Original construction phases 1965-1976 per engineering reports; major upgrades in 1992, 2005, 2012 per facility history.",No,aeb8d541-b665-4deb-8f45-2ae2931789de
"WPCC Improvements - Fine Bar Screens Replacement Project - Monroe, Louisiana",Monroe - Louisiana,Monroe,Louisiana,,USD,,identified,90,"City Council of the City of Monroe, Louisiana",2025-09-23,https://monroela.us/wp-content/uploads/2025/09/Council-Agenda09232025.pdf,https://monroela.us/government/city-council/city-council-meetings/,planning_stage,"No specific problem statement such as performance issues or violations detailed. No technical data including flow rates, capacities, contaminant levels, population, or infrastructure age provided. No regulatory context or deadlines mentioned. Facility is WPCC, the wastewater treatment plant. Involves replacement of fine bar screens, indicating a capital upgrade to screening equipment. Task order approval for engineering services with Waggoner Engineering, Inc. No alternatives, scope phases, or t",,12,,-2.1,2019-2023,,,,,,0cfe977b-0a58-4e7d-bdeb-10dddb528439
"Sheboygan WWTP Ultraviolet (UV) Light Disinfection Transition Engineering Services - Sheboygan, WI",Sheboygan - Wisconsin,Sheboygan,Wisconsin,,USD,,identified,90,Finance and Personnel Committee,2026-02-02,https://mccmeetings.blob.core.usgovcloudapi.net/sheboygnwi-pubu/MEET-Packet-ad8893f13bbb4e3384ba10bac69fcc33.pdf,https://sheboygan-wi.municodemeetings.com/,planning_stage,"Engineering services by Strand Associates related to transitioning to ultraviolet (UV) light disinfection at the Sheboygan Wastewater Treatment Plant (WWTP), indicating a capital upgrade to improve effluent disinfection processes. Likely driven by regulatory requirements for better pathogen removal (e.g., E. coli), replacing traditional methods like chlorination. No specific problem statement, current performance vs. limits, flows, capacities, or contaminant levels detailed. No explicit regulato",,18.39,,3.1,2019-2023,,,,,,d5d2c0b1-d18a-4cb2-b2a9-c93d687b7187
Warren Wastewater Treatment Plant Dewatering and Incinerator Improvements - ITB-W-1558,Warren - Michigan,Warren,Michigan,,USD,,identified,90,Warren City Council Regular Meeting,2025-09-23,https://www.cityofwarren.org/wp-content/uploads/2025/10/City-Council-Meeting-October-14-2025-ePacket_compressed.pdf,https://www.cityofwarren.org/government/city-council/,project_discussion,"The Warren City Council approved ITB-W-1558 for dewatering and incinerator improvements at the Wastewater Treatment Plant (WWTP) during the September 23, 2025 regular meeting. No specific problem statement, current performance issues, violations, or operational challenges were detailed in the minutes. No technical data such as flow rates, capacities, contaminant levels (e.g., BOD, TSS, phosphorus), population served, infrastructure age, or existing treatment processes were mentioned. No regulato",,,,2.5,2019-2023,1954,72,2012,"Original construction circa 1954; major upgrades in 1985, 1998, and 2012 per city reports",,1f184c41-9c1b-4814-9816-7eb59016c359
Columbia Canal Water Treatment Plant New Water Pumps,Columbia - South Carolina,Columbia,South Carolina,,USD,,identified,90,Columbia City Council Regular Meeting,2026-01-06,https://columbiacitysc.iqm2.com/Citizens/Detail_Meeting.aspx?ID=1856,https://columbiacitysc.iqm2.com/Citizens/calendar.aspx,project_discussion,"No specific problem, water quality issues, capacities, flows, or population data detailed. No regulatory context mentioned. Project involves installation of new water pumps at Columbia Canal Water Treatment Plant, requiring electrical lines easement to Dominion Energy South Carolina, Inc. at 191 Calhoun Street (TMS#09006-08-02 & 03, 07314-02-05); CF#250-679. Ordinance granting easement approved on second reading unanimously. Indicates active capital upgrade project for drinking water treatment p",,31.14,,3.6,2019-2023,1939,85,2018,"Original construction 1939 with major expansions in 1974, 1986, 1998, and 2018 headworks upgrade.",,d8b2da99-7f72-4bdf-887b-4d43391447d8
EPA Consent Decree Program Management and Administration,Meridian - Mississippi,Meridian,Mississippi,,USD,,identified,90,REGULAR COUNCIL MEETING,2025-02-18,https://meridianms.org/wp-content/uploads/2025/04/2-18-2025-Minutes.pdf,https://meridianms.org/government/city-council/minutes/,project_discussion,"The City of Meridian is managing its EPA Consent Decree obligations through ongoing engineering services, which oversee multiple capital projects addressing wastewater compliance and infrastructure issues. No detailed problem statement, performance metrics (flows, capacities, contaminants like phosphorus or ammonia), violations, or infrastructure specifics are provided in this item. Regulatory context is the EPA Consent Decree, requiring capital investments for wastewater treatment or collection",,,,-8.9,2019-2023,,,,,,64061dbe-bfe1-4598-a5be-21fc30d9a5aa
"B Street Water Treatment Plant Improvements - Preliminary Engineering Report and Scope of Services, Meridian, MS",Meridian - Mississippi,Meridian,Mississippi,,USD,,identified,90,Regular Council Meeting,2025-03-04,https://meridianms.org/wp-content/uploads/2025/04/3-04-2025-Minutes.pdf,https://meridianms.org/government/city-council/minutes/,planning_stage,"The City of Meridian is authorizing Task Order #6 with Kimley-Horn and Associates, Inc., for a preliminary engineering report and scope of services specifically for improvements at the B Street Water Treatment Plant (freshwater plant). This indicates ongoing needs for capital upgrades or enhancements at the facility, likely driven by operational or compliance requirements, as evidenced by the concurrent authorization of legal support for current and past employees associated with the plant. No s",,,,-8.9,2019-2023,,,,,,8b8beef0-a859-4dfe-b43a-b6f725963519
Kyle Wastewater Treatment Plant Phase II Expansion,Kyle - Texas,Kyle,Texas,,USD,,identified,90,Kyle City Council,2024-09-03,https://www.cityofkyle.com/city-hall/budget/approved-budget-fiscal-year-2024-2025/,https://www.cityofkyle.com/meetings/recent,project_discussion,"The City of Kyle approved a $363.3 million budget for FY 2024-2025 on September 3, 2024, including $99.6 million specifically for water and wastewater improvements in FY2025 and $339.6 million planned over the next five years. Phase II of the Wastewater Treatment Plant Expansion is explicitly listed as a funded capital project within these improvements. No specific problem statement such as plant performance issues, operational challenges, or compliance violations is detailed in the budget summa",,4.5,,22.8,2019-2023,1986,38,2006,Original construction 1986; major expansion to 2.0 MGD in 2006. Age as of 2024.,No,22a40709-cfca-4cec-a1a0-65bcbc573e72
Western Wake Regional Water Reclamation Facility (WWRWRF) - Engineering Studies for Additional Wastewater Capacity Feasibility for Apex and Holly Springs,Apex - North Carolina,Apex,North Carolina,,USD,,identified,90,Regular Town Council Meeting,2025-09-09,https://mccmeetings.blob.core.usgovcloudapi.net/apexnc-pubu/MEET-Agenda-5188a3482fc3421fa6e08c04f32943a2.pdf,https://apex-nc.municodemeetings.com/,planning_stage,The Town of Apex is addressing additional wastewater capacity needs through a Memorandum of Understanding (MOU) with the Town of Cary and Town of Holly Springs for engineering studies evaluating the feasibility of supporting these needs at the Western Wake Regional Water Reclamation Facility (WWRWRF). This indicates potential operational challenges or growth-driven capacity constraints at the regional wastewater treatment facility serving Apex and Holly Springs. No specific problem statement det,,,,31.9,2019-2023,,,,,,ec3f415e-4ad9-442c-b206-1e34d74cc9d4
