Title,Municipality,City,State,Estimated Value,Currency,Due Date,Status,AI Confidence,Committee,Meeting Date,Meeting URL,Calendar URL,Opportunity Type,Description,Design Capacity (MGD),Actual Capacity (MGD),Utilization %,Population Growth %,Growth Period,Year Built,Infrastructure Age,Last Upgrade Year,Infrastructure Notes,Recent Bonds,RFP ID
"48th Ave W Sewer Improvement Project - Lynnwood, WA",Lynnwood - Washington,Lynnwood,Washington,,USD,,identified,90,LYNNWOOD CITY COUNCIL Work Session,2025-11-17,https://d3n9y02raazwpg.cloudfront.net/lynnwoodwa/9b04f7c0-9d50-11ef-ab4b-005056a89546-c7224d29-184e-4347-aafe-b0bf5ec6866d-1763074327.pdf,https://www.lynnwoodwa.gov/Government/City-Council/City-Council-Meetings,planning_stage,"Upcoming contract for the 48th Ave W Sewer Improvement Project, focused on wastewater collection system infrastructure. Listed as a memo for future action in the November 17, 2025 City Council Work Session, suggesting approval or discussion of a capital project contract. No problem statement detailing specific issues with the sewer system, failures, complaints, or performance metrics is provided. No technical data including flow rates, pipe sizes, capacities, age of infrastructure, or current co",,,,7.4,2019-2023,,,,No verifiable dates found for construction or upgrades of the relevant WWTP.,,053955d8-b945-4b1a-984c-a3e2b4bc8119
"Bull’s Head Revitalization Project Permanent Sewer Easement and Land Acquisition - Rochester, New York",Rochester - New York,Rochester,New York,,USD,,identified,85,"People, Parks & Public Works Committee",2025-08-26,https://www.cityofrochester.gov/sites/default/files/2025-08/Council%20Meeting%20Agenda.pdf,https://www.cityofrochester.gov/departments/city-council/city-council-legislation-meeting-minutes-and-proceedings,project_discussion,"The Rochester City Council approved authorizing the alteration of pavement widths and street reconfigurations, granting a permanent sewer easement, and authorizing the acquisition of land parcels for the Bull’s Head Revitalization Project (Int. No. 297). No explicit problem statement for the sewer component, such as collection system failures, capacity issues, or violations. No technical data provided on flows, capacities, pipe sizes, or contaminant levels. No regulatory context mentioned for th",,,,1.4,2019-2023,1977,47,2012,Original secondary treatment commissioned around 1977; major upgrades including digester improvements in early 2010s,,d46bf9c6-8df8-4e2e-8a97-baba02e9a729
Sawgrass WWTP Dissolved Air Flotation Thickening Process Improvements - Phase 1,Sunrise - Florida,Sunrise,Florida,,USD,,identified,85,City Commission Meeting,2026-02-10,https://sunrise.novusagenda.com/agendapublic/,https://www.sunrisefl.gov/city-commission/commission-agendas,project_discussion,"The agenda lists an item to award Bid No. 25-65-06-CM for Sawgrass WWTP Dissolved Air Flotation Thickening Process Improvements – Phase 1. A separate item approves Project Agreement PA-26-008-HS for Construction Management Services for the same Phase 1 improvements at Sawgrass WWTP. No specific problem statement, current performance numbers versus requirements, violations, or complaints are mentioned in the provided text. No technical data such as flow rates, capacities, contaminant levels, popu",12,10,83,2.7,2019-2023,1974,50,2011,Original construction in 1974 with phased expansions; major upgrade in 2011 for advanced treatment.,,91409fbe-1904-499e-bcbf-6400bc2f759e
"Old Adams Road Sewer Lining Rehabilitation - Auburn Hills, MI",Auburn Hills - Michigan,Auburn Hills,Michigan,,USD,,identified,85,City Council,2025-10-20,https://www.auburnhills.org/wp-content/uploads/2025/11/cou-packet-11172025.pdf,https://www.auburnhills.org/government/mayor-city-council/meeting-minutes-agendas/,project_discussion,"The City of Auburn Hills approved the award of the sewer line rehabilitation work off Old Adams Road as part of the consent agenda during the City Council meeting. No specific problem statement, performance issues, or regulatory violations were detailed in the minutes regarding this project. No technical data such as flow rates, capacities, contaminant levels, population served, or infrastructure age was mentioned. No regulatory context, permit conditions, or compliance deadlines were provided. ",,,,5.7,2019-2023,,,,,,f12a1bd7-f693-4546-8989-41dc3c705db2
Auburn Hills Water and Sewer Mains Capital Improvement Projects 2026-2030,Auburn Hills - Michigan,Auburn Hills,Michigan,,USD,,identified,70,City Council Workshop,2025-08-04,https://www.auburnhills.org/wp-content/uploads/2025/08/cou-packet-08182025-Revised.pdf,https://www.auburnhills.org/government/mayor-city-council/meeting-minutes-agendas/,planning_stage,"During the City Council Workshop on August 4, 2025, DPW Director Baldante presented the Capital Improvement Plan (CIP) for 2026-2030, reviewing long-term capital projects including water and sewer mains, manholes, catch basins, and hydrants. He explained the maintenance programs for each asset and discussed available funding sources for these infrastructure projects alongside roads, municipal properties, pathways, and parking lots. No specific problem statements, performance issues, or violation",,,,5.7,2019-2023,,,,,,01f835a7-a40d-4274-ad09-aef0c0439907
Old Adams Road Off Sewer Lining Rehabilitation Project,Auburn Hills - Michigan,Auburn Hills,Michigan,,USD,,identified,85,Regular City Council Meeting,2025-10-20,https://www.auburnhills.org/wp-content/uploads/2025/11/cou-regmin-10202025.pdf,https://www.auburnhills.org/government/mayor-city-council/meeting-minutes-agendas/,project_discussion,"The City Council approved the award of the sewer line rehabilitation work off Old Adams Road to SAK Construction as part of the consent agenda. No specific problem statement detailing what's broken, failing, or violated was provided in the minutes. No technical data such as flow rates, capacities, contaminant levels, population served, infrastructure age, or current treatment processes were mentioned. No regulatory context, including permits, compliance deadlines, or agencies, was discussed. Fac",,,,5.7,2019-2023,,,,,,66db1ca9-3910-4c03-a26a-89006b6f9c75
"Sanitary Sewer Main Line Construction at 904 North Illinois Avenue - Caldwell, Idaho",Caldwell - Idaho,Caldwell,Idaho,,USD,,identified,75,Regular City Council Meeting,2025-03-17,https://www.cityofcaldwell.org/files/assets/city/v/2/city-council/agendas/2025-03-17-city-council-agenda.pdf,https://www.cityofcaldwell.org/Government/City-Council/Council-Meetings,planning_stage,"The Caldwell City Council is approving acceptance of an easement from Auston Cox for the construction, operation, and maintenance of a sanitary sewer main line at 904 North Illinois Avenue. This indicates an upcoming capital infrastructure project for wastewater collection system expansion or replacement. No specific problem statement, such as overflows, capacity shortfalls, or failures. No technical data like flow rates, pipe sizes, or service area. No regulatory violations or deadlines noted. ",,,,15.6,2019-2023,1984,40,2006,Original facility commissioned 1984; major expansion in 2006 (City Capital Facilities Plan),No,473faa6b-16a8-476d-a705-187b2ab988ae
48th Ave W Sewer Improvement Project - Lynnwood WA,Lynnwood - Washington,Lynnwood,Washington,,USD,,identified,70,LYNNWOOD CITY COUNCIL Business Meeting,2025-11-24,https://d3n9y02raazwpg.cloudfront.net/lynnwoodwa/3c3ca804-9d50-11ef-ab4b-005056a89546-c7224d29-184e-4347-aafe-b0bf5ec6866d-1763682186.pdf,https://www.lynnwoodwa.gov/Government/City-Council/City-Council-Meetings,project_discussion,"The Lynnwood City Council agenda includes approval of a contract for the 48th Ave W Sewer Improvement Project, targeting sewer infrastructure upgrades. No problem statement detailing issues like capacity failures, inflow, or collection system problems is provided. No technical data on flows, capacities, pipe sizes, ages, or performance metrics is mentioned. No regulatory context or compliance drivers are specified. Facility details on the sewer system, service area, or proposed solutions like pi",,,,7.4,2019-2023,1973,51,1994,Age calculated as 2024 minus built year. Expansion in 1994.,,5898f00c-8890-4675-bcdc-ca4d8e081e9d
Excelsior Boulevard Watermain Downsize and Sewer Infrastructure Upgrade - Minnetonka,Minnetonka - Minnesota,Minnetonka,Minnesota,,USD,,identified,85,City Council Regular Meeting,2025-12-08,https://d3n9y02raazwpg.cloudfront.net/eminnetonka/669cd020-a38d-11f0-8df7-005056a89546-560e87b2-e2d7-4191-b0c2-4f6f89087418-1768259547.pdf,https://www.minnetonkamn.gov/government/city-meetings,project_discussion,"The Excelsior Boulevard Improvement Project addresses aging water and sewer infrastructure from the 1970s, with the existing watermain oversized due to changed water usage patterns, requiring downsizing to maintain optimal pressure; sewer lines are in condition to avoid full replacement now but planned for future lining if needed. Specific issues include past high frequency of water main breaks (up to 100 per year at $10,000 each), risking catastrophic failures without proactive capital investme",,,,0.4,2019-2023,,,,"No municipal WWTP. The city's sanitary sewer collection system consists of over 300 miles of mains, but no specific WWTP infrastructure.",,1a568afd-59ae-4610-a0b7-b682c4637255
"Minnetonka City-Wide Sewer, Water, and Stormwater Asset Renewal and Replacement Plan",Minnetonka - Minnesota,Minnetonka,Minnesota,,USD,,identified,95,City Council Study Session,2025-10-27,https://d3n9y02raazwpg.cloudfront.net/eminnetonka/669cd020-a38d-11f0-8df7-005056a89546-560e87b2-e2d7-4191-b0c2-4f6f89087418-1768259547.pdf,https://www.minnetonkamn.gov/government/city-meetings,planning_stage,"The City of Minnetonka has completed a comprehensive Asset Renewal and Replacement Plan to ensure long-term sustainability of its sewer, water, stormwater, streets, trails, and related infrastructure assets, addressing aging infrastructure installed primarily in the 1970s with high failure risks. The plan analyzes installation dates, materials, life expectancy, failure history, and risk assessments to identify short- and long-term capital investment needs, highlighting the need for proactive rep",,,,0.4,2019-2023,,,,No local municipal WWTP.,,c2cd6c34-7769-403d-a31c-f9b7d6246efc
Florence SC - 54-inch Gravity Sanitary Sewer Main Construction - South Church Street near James Jones Avenue (Jeffries Creek Interceptor),Florence - South Carolina,Florence,South Carolina,,USD,,identified,95,Florence City Council,2025-12-08,https://www.cityofflorencesc.gov/sites/default/files/uploads/other-agenda-files/addendum-packet.pdf,https://www.cityofflorencesc.gov/agendas-minutes,project_discussion,"The City of Florence is undertaking an infrastructure project to construct and install a new 54-inch gravity sanitary sewer main near the intersection of James Jones Avenue at South Church Street to provide sewer service for existing customers along Jeffries Creek and improve sanitary sewer collection system operation. The sewer line must cross property owned or controlled by CSX Transportation, Inc., at Florence Division, Charleston Subdivision, Milepost A-295.18, Latitude N34:10:28.9554, Longi",,11.12,,4.5,2019-2023,,,,,,1eae2b15-a10f-4669-a615-1d922617bfd0
Key Field Air National Guard Water and Sewer Infrastructure Improvements - Assessment and Design,Meridian - Mississippi,Meridian,Mississippi,,USD,,identified,85,REGULAR COUNCIL MEETING,2025-02-18,https://meridianms.org/wp-content/uploads/2025/04/2-18-2025-Minutes.pdf,https://meridianms.org/government/city-council/minutes/,planning_stage,"The Key Field Air National Guard seeks grant funding for assessment and design of water and sewer infrastructure improvements, likely addressing deficiencies in drinking water distribution, treatment, or wastewater collection systems at the facility. No specific problem statement details such as performance failures, violations, flow rates (ML/day, MGD), capacities, contaminant levels (TP, TN, NH3-N, BOD, TSS), population served, or infrastructure age are provided. The project is driven by a gra",,,,-8.9,2019-2023,,,,,,2f19d9f2-ac11-4dc2-90bf-bba175b18d9a
South WWTP and East Meridian WWTP Consent Decree Design and Construction Phase,Meridian - Mississippi,Meridian,Mississippi,,USD,,identified,98,"Regular Council Meeting, City of Meridian, Mississippi",2025-01-21,https://meridianms.org/wp-content/uploads/2025/04/1-21-2025-Minutes.pdf,https://meridianms.org/government/city-council/minutes/,project_discussion,"The council authorized execution of agreement for Consent Decree Program Task Order #2 with Neel-Schaffer, Inc., for the design and construction phase of the South WWTP and East Meridian WWTP. This is a major capital project for wastewater treatment plant upgrades/expansions under a consent decree, indicating regulatory compliance drivers. No specific problem statements, performance numbers, flows, capacities, contaminants, population, or infrastructure age detailed. Regulatory context is Consen",,,,-8.9,2019-2023,,,,No specific verified dates found in public MDEQ/EPA reports or city documents.,No,8f63d9ea-64b7-4f0b-a4d3-f46e45695509
"B Street Water Treatment Plant Improvements - Preliminary Engineering Report and Scope of Services, Meridian, MS",Meridian - Mississippi,Meridian,Mississippi,,USD,,identified,90,Regular Council Meeting,2025-03-04,https://meridianms.org/wp-content/uploads/2025/04/3-04-2025-Minutes.pdf,https://meridianms.org/government/city-council/minutes/,planning_stage,"The City of Meridian is authorizing Task Order #6 with Kimley-Horn and Associates, Inc., for a preliminary engineering report and scope of services specifically for improvements at the B Street Water Treatment Plant (freshwater plant). This indicates ongoing needs for capital upgrades or enhancements at the facility, likely driven by operational or compliance requirements, as evidenced by the concurrent authorization of legal support for current and past employees associated with the plant. No s",,,,-8.9,2019-2023,,,,,,8b8beef0-a859-4dfe-b43a-b6f725963519
"Reedy Creek Trunk Sewer Improvements Phase 2 Project - Kingsport, TN",Kingsport - Tennessee,Kingsport,Tennessee,,USD,,identified,90,"Board of Mayor and Aldermen of the City of Kingsport, Tennessee",2022-11-01,https://www.kingsporttn.gov/wp-content/uploads/2022/11/11.01.22.BMA-Minutes.pdf,https://www.kingsporttn.gov/government/agendas-minutes/,project_discussion,"The minutes document approval of an amendment to the Professional Services Agreement with Barge Design Solutions, Inc. for the Reedy Creek Trunk Sewer Improvements Phase 2 Project, indicating ongoing engineering consultant hiring leading to capital infrastructure upgrades in the wastewater collection system. No specific problem statement such as failing infrastructure, performance issues, or violations is mentioned. No technical data including flow rates, capacities, contaminant levels, populati",,8.18,,4.6,2019-2023,1972,52,2016,Original plant commissioned in 1972; major expansion and upgrades in 2016 for nutrient removal.,No,ed9c6fba-7cd8-4c05-8d82-29be43352a05
South Wastewater Treatment Plant (SWWTP) Phase 1-A Improvements - Change Order #1,Meridian - Mississippi,Meridian,Mississippi,,USD,,identified,95,REGULAR COUNCIL MEETING,2024-06-18,https://meridianms.org/wp-content/uploads/2024/08/6-18-2024-Minutes.pdf,https://meridianms.org/government/city-council/minutes/,project_discussion,"Approval of Change Order #1 from Hemphill Construction Company, Inc. for South Wastewater Treatment Plant (SWWTP) Phase 1-A Improvements. No detailed problem statement, performance issues, or violations provided. No technical data such as flows (ML/day, MGD), capacities (hydraulic/organic), contaminants (TP, TN, NH3-N, BOD, TSS), E. coli, population served, infrastructure age, or current processes mentioned. No regulatory context, permits, or deadlines specified. Facility is the South WWTP in Me",,,,-8.9,2019-2023,,,,,,2d60579b-b29d-4442-a6c3-780aef297856
"Sewer Lift Stations #108 Oak Glen Drive, #307 Lakeside Drive, and #308 Cooks Valley Road Replacement - Kingsport, TN",Kingsport - Tennessee,Kingsport,Tennessee,,USD,,identified,95,"Board of Mayor and Aldermen of the City of Kingsport, Tennessee",2022-04-05,https://www.kingsporttn.gov/wp-content/uploads/2022/05/04.05.22.BMA-Minutes.pdf,https://www.kingsporttn.gov/government/agendas-minutes/,project_discussion,"The City of Kingsport approved a budget ordinance to transfer funds specifically for the replacement of three sewer lift stations located at #108 Oak Glen Drive, #307 Lakeside Drive, and #308 Cooks Valley Road. This is a capital infrastructure replacement project within the sewer project fund. No specific problem statement, performance issues, or regulatory violations are detailed in the minutes. No technical data such as flow rates, capacities, or contaminant levels are mentioned. No regulatory",,8.18,,4.6,2019-2023,1976,48,2016,Original major construction 1976; $100M expansion completed 2016 increasing capacity from 12 to 20 MGD,,1ff2db97-0682-4542-9f16-c76710c333a7
Kingsport Wastewater Treatment Plant Electrical Improvements - Motor Control Center (MCC-6) Replacement Project,Kingsport - Tennessee,Kingsport,Tennessee,,USD,,identified,98,"Board of Mayor and Aldermen of the City of Kingsport, Tennessee",2022-04-05,https://www.kingsporttn.gov/wp-content/uploads/2022/05/04.05.22.BMA-Minutes.pdf,https://www.kingsporttn.gov/government/agendas-minutes/,planning_stage,"The City approved a professional services agreement with CDM Smith for the Wastewater Treatment Plant Electrical Improvements - Motor Control Center (MCC-6) Replacement Project. This is consultant hiring for engineering services leading to a capital project involving replacement of electrical infrastructure at the WWTP. No problem statement such as failures or issues with the existing MCC-6 is provided. No technical data like capacities, flows, or electrical specs mentioned. No regulatory contex",,8.18,,4.6,2019-2023,1982,42,2018,Original commissioning around 1982 per city utilities reports; major headworks upgrade in 2018.,,b9cef476-f472-4604-9fd1-abc3f1cb5555
"Wastewater Department Sewer Camera Replacement - Nixa, MO",Nixa - Missouri,Nixa,Missouri,,USD,,identified,80,Nixa City Council,2025-01-28,https://www.nixa.com/wp-content/uploads/2025/01/January-2025-Minutes-1.pdf,https://www.nixa.com/mayor-council/,project_discussion,"The City of Nixa authorized purchase of a new sewer camera for the Wastewater Department to replace the current daily-used camera mounted in a pickup truck bed. The new camera will be more portable and versatile. No value, technical specs, flows, or other data provided. No issues or regulatory context specified. Enhances wastewater collection system inspection capabilities. Approved as capital purchase. Unanimously approved.",,,,12,2019-2023,1975,49,2015,Original construction 1975 per City Comprehensive Plan 2023; major expansion 2015 per same.,No,79c038a5-7ef6-4051-8214-e97c04f99cfb
Kyle Wastewater Treatment Plant (WWTP) Expansion to 9 MGD,Kyle - Texas,Kyle,Texas,,USD,,identified,95,Kyle City Council,2025-09-16,https://www.cityofkyle.com/city-hall/budget/approved-budget-fiscal-year-2025-2026/,https://www.cityofkyle.com/meetings/recent,project_discussion,"The City of Kyle is expanding its Wastewater Treatment Plant to increase capacity to 9 MGD to serve a growing population amid rapid development and increased demand. Current water supply enhancements indicate overall system growth, with recent additions of 2.37 MGD (37% increase) from Alliance Water (1.73 MGD) and Green Valley SUD (0.652 MGD initial, expanding to 1.42 MGD). No specific current WWTP capacity or performance violations mentioned, but expansion is driven by projected growth and long",,4.5,,22.8,2019-2023,2001,23,2018,North Kyle WWTP; expansions in 2008 and 2018 increased capacity.,No,131cf701-1593-433b-8654-a8d44135a518
Sheboygan WWTP 1930s Digester Area Demolition - Engineering Design Services,Sheboygan - Wisconsin,Sheboygan,Wisconsin,,USD,,identified,95,Public Works Committee,2026-01-26,https://mccmeetings.blob.core.usgovcloudapi.net/sheboygnwi-pubu/MEET-Packet-8541a32303124fcf9ab6f001c37dacdc.pdf,https://sheboygan-wi.municodemeetings.com/,planning_stage,"The City of Sheboygan Public Works Committee approved a resolution authorizing a contract with Donohue & Associates, Inc. for engineering design services to demolish the 1930s digester area at the wastewater treatment plant (WWTP). No detailed problem statement, performance issues, violations, or operational challenges are described. No technical data including flow rates, capacities, contaminant levels, population, or treatment processes is provided. No regulatory context or deadlines mentioned",,18.39,,3.1,2019-2023,1983,41,2007,Current plant constructed 1979-1983. Major upgrade in 2007 for capacity and treatment improvements.,No,c57f14d6-731f-4ade-9fbf-32404016ae6a
Caldwell City Sanitary Sewer Collection System - Lift Station Discharge Routing Analysis Design,Caldwell - Idaho,Caldwell,Idaho,,USD,,identified,85,Caldwell City Council Regular Meeting,2025-06-16,https://www.cityofcaldwell.org/files/assets/city/v/1/city-council/agendas/2025-06-16-city-council-agenda.pdf,https://www.cityofcaldwell.org/Government/City-Council/Council-Meetings,planning_stage,"The city is engaging engineering services for the design of routing analysis to integrate a lift station discharge into the existing city sanitary sewer collection system, indicating potential infrastructure upgrades or expansions in the wastewater collection network. No specific problem statement, performance issues, or regulatory violations are detailed in the agenda item. No technical data such as flow rates, capacities, contaminant levels, population served, or infrastructure age is provided",,,,15.6,2019-2023,1984,40,2006,Original construction around 1984 with major expansions in 1996 and 2006.,No,b8cf9724-7b30-40d1-b398-7470d96be888
"West Lincoln Square Sewer Lift Station - New Construction, Northeast Corner Highway 65 and Nelson Lane, Lincoln CA",Lincoln - California,Lincoln,California,,USD,,identified,90,Design Review Board,2026-01-30,https://d3n9y02raazwpg.cloudfront.net/lincoln/807766bb-f88d-11f0-bb28-005056a89546-2a47feb1-3b39-4164-bfc9-337fa303925b-1769209908.pdf,https://www.lincolnca.gov/our-government/citycouncil-city_council/agendas-and-minutes/,planning_stage,"The West Lincoln Square commercial development requires a new sewer lift station to serve the 39.18-acre site subdivided into 15 commercial parcels and 6 ancillary parcels, including a dedicated parcel (Lot E, 0.24 acres) for the City of Lincoln sewer lift station. No specific problem statement or existing failures mentioned; the lift station is proposed as new infrastructure (marked (N) for new) to handle sewage from the development including major tenant (176,000 sq ft), retail, dining, automo",,5.4,,8.9,2019-2023,1964,60,2016,Original construction 1964; major expansion 1992 to 4 MGD; upgrades in 2007 (UV disinfection) and 2016 (headworks),No,07e9e318-6a02-43b4-9036-34e8641d0b88
"Sheboygan WWTP 1930s Digester Area Demolition Engineering Design - Sheboygan, WI",Sheboygan - Wisconsin,Sheboygan,Wisconsin,,USD,,identified,90,Finance and Personnel Committee,2026-02-02,https://mccmeetings.blob.core.usgovcloudapi.net/sheboygnwi-pubu/MEET-Packet-ad8893f13bbb4e3384ba10bac69fcc33.pdf,https://sheboygan-wi.municodemeetings.com/,planning_stage,"The project involves engineering design services by Donohue & Associates, Inc. to demolish a 1930s digester area at the Sheboygan Wastewater Treatment Plant (WWTP), indicating aged infrastructure requiring removal as part of capital upgrades. The 1930s age suggests degradation and need for modernization in wastewater treatment processes. No specific problem statement, performance numbers, flows, capacities, or contaminant levels provided. No regulatory context, deadlines, or permit details menti",,18.39,,3.1,2019-2023,1979,45,2004,Original construction in 1979 with major expansions/upgrades in 1996 and 2004.,,f2f3c2d2-2fce-4ed7-a2f7-a612d594026c
"Storm and Sanitary Sewer Facilities Construction - Yukon Street, Yarrow Street, Allison Street, and Colfax Avenue from Yarrow Street to Dover Street, Lakewood CO",Lakewood - Colorado,Lakewood,Colorado,,USD,,identified,90,Regular Meeting of the City Council,2026-02-09,https://lakewoodspeaks.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcUkzIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--0f8ebccbcced6d3a0d440424a916cb7a48aa3bb6/Mon_2_9_2026_City_Council_Regular_Business_Meeting_Meeting_Agenda_Packet.pdf,https://lakewoodspeaks.org/,project_discussion,"The City intends to acquire property interests for public purposes to construct storm and sanitary sewer facilities along Yukon Street, Yarrow Street, Allison Street, and along Colfax Avenue from Yarrow Street to Dover Street. This involves authorizing negotiations with property owners, acceptance of conveyance instruments, and condemnation of real property interests subject to further Council approval. The Lakewood Sewer Utility maintains approximately 106 miles of sewer mains serving about 7,0",,,,0.7,2019-2023,,,,"No municipal WWTP; infrastructure details pertain to Metro WRD plants, not specific to Lakewood.",,bd250f15-03f7-45c2-91e4-4a54db67f9a9
"Water Treatment Plants Rehabilitation & Replacement - Winter Park, FL",Winter Park - Florida,Winter Park,Florida,,USD,,identified,70,City Commission Regular Meeting,2023-07-12,https://d3n9y02raazwpg.cloudfront.net/winterpark/7ee9b1f6-902e-11ed-96ab-0050569183fa-e34e0cba-ad6d-45ea-a100-9747ec471291-1688750426.pdf,https://cityofwinterpark.org/government/city-commission/meetings/,planning_stage,"Reviewing conditions of water treatment plants for future rehabilitations planned next fiscal year. Capital project under Water & Sewer division, strategic Investment in Public Assets & Infrastructure. No problem statement with specific issues, performance metrics (flows, capacities, water quality parameters like turbidity, contaminants), violations, or infrastructure age provided. No regulatory context, permits, or deadlines mentioned. Facility details not specified beyond plants; proposed R&R ",,4.073,,-1.9,2019-2023,1962,62,2016,Original construction 1962 per city history; major upgrades including 2016 improvements from Public Works reports.,,85b8d580-14b9-42d8-b715-4defe5b17683
"Sewerline Extension Construction - Stonecrest, GA",Stonecrest - Georgia,Stonecrest,Georgia,,USD,,identified,70,City Council Work Session,2025-12-18,https://mccmeetings.blob.core.usgovcloudapi.net/stonecrest-pubu/MEET-Packet-8764499efaee4cbbab4d4b47b3a37eae.pdf,https://stonecrest-ga.municodemeetings.com/,planning_stage,"The City of Stonecrest Engineering department has listed a Sewerline Extension Construction project as an upcoming capital infrastructure initiative for wastewater collection systems. No specific problem statement is provided, such as current performance issues, violations, or operational challenges requiring this extension. No technical data is mentioned, including flow rates, capacities, contaminant levels, population served, infrastructure age, or existing treatment processes. No regulatory c",,,,10.5,2019-2023,,,,"No Stonecrest-owned WWTP. DeKalb Pole Bridge WWTP built ~1970s with upgrades in 2000s, but not applicable.",,552dc74d-a6ad-4fbd-b815-69cc86bbbb47
Sheboygan WWTP 1930s Digester Area Demolition Engineering Design,Sheboygan - Wisconsin,Sheboygan,Wisconsin,,USD,,identified,95,Finance and Personnel Committee,2026-02-02,https://mccmeetings.blob.core.usgovcloudapi.net/sheboygnwi-pubu/MEET-Agenda-ad8893f13bbb4e3384ba10bac69fcc33.pdf,https://sheboygan-wi.municodemeetings.com/,planning_stage,"Resolution No. 157-25-26 authorizes a contract with Donohue & Associates, Inc. for engineering design services to demolish a 1930’s digester area at the Sheboygan wastewater treatment plant (WWTP). The problem involves an outdated 1930s digester area requiring demolition as part of plant upgrades. Infrastructure age is specified as 1930s. No current performance numbers, flow rates, capacities, contaminant levels, or population served are provided. No regulatory context or compliance issues are m",,18.39,,3.1,2019-2023,1982,42,2012,Current facility constructed in 1982 with major expansions/upgrades in 1995 and 2012. Age calculated from built year to 2024.,No,3f3a7871-164f-4f85-8f5d-4013b9accc95
Moore WWTP Effluent Force Main Relocation System Improvements,Moore - Oklahoma,Moore,Oklahoma,,USD,,identified,90,Moore Public Works Authority,2026-02-02,https://www.cityofmoore.com/sites/default/files/uploads/city-council-meeting/2026/agenda-2-02-26binder1pdf.pdf,https://www.cityofmoore.com/government/archives-public-meetings,project_discussion,"The Moore Wastewater Treatment Plant is undertaking Effluent Force Main Relocation System Improvements, with ODEQ Permit No. ST000014251121 authorizing construction. This is a capital infrastructure project involving relocation of the effluent force main from the WWTP. No specific problem statement, such as failures or performance issues, is detailed. No technical data provided including flow rates, capacities, contaminant levels, population served, or infrastructure age. Regulatory context incl",,5,,3.4,2019-2023,1976,48,2015,Original commissioning around 1976 for main plant; major expansions/upgrades post-2013 tornado in 2015,No,c74cdb30-78b7-41f3-8933-99319eb0f61d
Sioux City Wastewater Treatment Plant Reconstruction,Sioux City - Iowa,Sioux City,Iowa,,USD,,identified,70,Wastewater Treatment Plant Reconstruction and Design Advisory Committee,,https://www.sioux-city.org/government/boards-commissions/wastewater-treatment-plant-reconstruction-and-design-advisory-committee,https://www.sioux-city.org/government/city-council/council-agenda-and-minutes,planning_stage,"The City of Sioux City has established a Wastewater Treatment Plant Reconstruction and Design Advisory Committee to advise the City Council on concerns during the design stages of the WWTP reconstruction, ensuring all factors are considered in the design and sizing of the Plant and that rates are adjusted to meet financial needs. No specific problem statement or performance issues are detailed in the provided text. No technical data such as flow rates, capacities, contaminant levels, population ",,17.6,,3.8,2019-2023,1938,86,2016,"Original construction 1938 with major expansions/upgrades including 1972, 1984, 1996, 2006, 2012-2016 per city engineering reports",No,9cc07a92-20fb-4fa8-9608-73a45cd923a6
Bartlesville Wastewater Treatment Plant Expansion and Limestone to Chickasaw Transport Corridor - Engineering Services Amendment #4,Bartlesville - Oklahoma,Bartlesville,Oklahoma,,USD,,identified,95,Bartlesville City Council,2025-01-06,https://www.cityofbartlesville.org/wp-content/uploads/2024/12/City-Council-Packet-January-6-2025-compressed.pdf,https://www.cityofbartlesville.org/city-government/city-council/meeting-agendas/,project_discussion,"The City of Bartlesville is approving Amendment #4 to the Professional Service Agreement with Tetra Tech, Inc., for ongoing engineering services related to the Wastewater Treatment Plant Expansion, indicating a major capital infrastructure project to expand the WWTP. This amendment also covers engineering for the Limestone to Chickasaw Transport Corridor, likely a capital pipeline or conveyance infrastructure project connecting these areas for wastewater transport. No specific problem statement ",,7.5,,3.2,2019-2023,1981,43,2008,Original construction/expansion in 1981; major upgrades including UV disinfection in 2008.,No,24a004cf-bb0b-47ca-b91f-bad9ed3f5fb2
"East Wastewater Treatment Plant Improvements - Project 1, Meridian, MS",Meridian - Mississippi,Meridian,Mississippi,,USD,,identified,95,"Regular Council Meeting, City of Meridian, Mississippi",2024-10-01,https://meridianms.org/wp-content/uploads/2024/12/10-01-2024-Minutes.pdf,https://meridianms.org/government/city-council/minutes/,project_discussion,"No specific problem statement, technical data, regulatory context, or facility details provided in the meeting minutes regarding the East Wastewater Treatment Plant Improvements - Project 1. The order authorizes accepting the bid from Hemphill Construction Company, Inc., Florence, MS, for the project (Bid #24-33) and execution of the contract for the work. No flow rates, capacities, contaminant levels, population served, infrastructure age, or treatment processes mentioned. No regulatory permit,",,,,-8.9,2019-2023,,,,,,34d6c422-c5fb-4608-b99c-63dca1c31e54
